date,tier,prize_eur,winners_total,winners_pt,rollover
2011-08-19,4+1,183.80,1519,304,0
2011-08-19,4+0,70.86,3940,796,0
2011-08-19,3+2,82.99,2403,405,0
2011-08-19,2+2,27.15,33780,5013,0
2011-08-19,3+1,14.25,61536,11438,0
2011-08-19,3+0,9.94,148326,27811,0
2011-08-19,1+2,14.75,175708,24984,0
2011-08-19,2+1,8.55,820946,138868,0
2011-08-19,2+0,3.70,1940208,340026,0
2011-08-23,5+2,74844025.90,0,0,1
2011-08-23,5+1,313284.63,4,1,0
2011-08-23,5+0,417712.84,1,0,0
2011-08-23,4+2,5094.05,41,5,0
2011-08-23,4+1,243.01,752,140,0
2011-08-23,4+0,135.57,1348,225,0
2011-08-23,3+2,52.80,2472,458,0
2011-08-23,2+2,17.31,34675,6262,0
2011-08-23,3+1,14.95,38409,6645,0
2011-08-23,3+0,13.52,71427,12848,0
2011-08-23,1+2,9.51,178362,31708,0
2011-08-23,2+1,7.79,589084,103007,0
2011-08-23,2+0,4.26,1101310,198277,0
2011-08-26,5+2,89057636.40,0,0,1
2011-08-26,5+1,133252.59,16,4,0
2011-08-26,5+0,41804.73,17,5,0
2011-08-26,4+2,1622.55,219,57,0
2011-08-26,4+1,123.72,2513,560,0
2011-08-26,4+0,78.53,3959,960,0
2011-08-26,3+2,28.29,7849,1662,0
2011-08-26,2+2,10.27,99416,19644,0
2011-08-26,3+1,10.83,90189,17326,0
2011-08-26,3+0,11.64,141165,24741,0
2011-08-26,1+2,6.14,469751,89413,0
2011-08-26,2+1,6.63,1178511,213276,0
2011-08-26,2+0,4.23,1887104,306027,0
2011-08-30,5+2,98519379.20,0,0,1
2011-08-30,5+1,354815.35,4,0,0
2011-08-30,5+0,59135.89,8,0,0
2011-08-30,4+2,3379.19,70,12,0
2011-08-30,4+1,166.78,1241,172,0
2011-08-30,4+0,89.36,2316,284,0
2011-08-30,3+2,44.19,3345,495,0
2011-08-30,2+2,14.61,46532,7802,0
2011-08-30,3+1,12.02,54111,8168,0
2011-08-30,3+0,11.26,97087,13870,0
2011-08-30,1+2,7.76,247538,45448,0
2011-08-30,2+1,7.14,728815,117259,0
2011-08-30,2+0,4.15,1279738,193006,0
2011-09-02,5+2,115692110.70,0,0,1
2011-09-02,5+1,367987.10,7,1,0
2011-09-02,5+0,50508.03,17,2,0
2011-09-02,4+2,3833.19,112,6,0
2011-09-02,4+1,202.29,1857,162,0
2011-09-02,4+0,116.22,3232,296,0
2011-09-02,3+2,50.48,5315,595,0
2011-09-02,2+2,16.20,76181,9395,0
2011-09-02,3+1,14.49,81463,9397,0
2011-09-02,3+0,13.29,149386,17253,0
2011-09-02,1+2,8.49,410505,53143,0
2011-09-02,2+1,8.06,1171123,151945,0
2011-09-02,2+0,4.50,2144044,277719,0
2011-09-06,5+2,127472056.90,0,0,1
2011-09-06,5+1,294498.65,6,1,0
2011-09-06,5+0,58899.73,10,2,0
2011-09-06,4+2,3926.64,75,13,0
2011-09-06,4+1,257.94,999,157,0
2011-09-06,4+0,137.06,1880,282,0
2011-09-06,3+2,64.85,2838,462,0
2011-09-06,2+2,23.44,36114,5245,0
2011-09-06,3+1,17.17,47146,6677,0
2011-09-06,3+0,15.52,87740,11805,0
2011-09-06,1+2,12.20,196107,27207,0
2011-09-06,2+1,9.11,710704,101662,0
2011-09-06,2+0,5.04,1314112,182526,0
2011-09-09,5+2,147365853.40,0,0,1
2011-09-09,5+1,596813.89,5,0,0
2011-09-09,5+0,165781.63,6,0,0
2011-09-09,4+2,5465.32,91,15,0
2011-09-09,4+1,218.46,1992,233,0
2011-09-09,4+0,111.49,3903,506,0
2011-09-09,3+2,67.86,4580,625,0
2011-09-09,2+2,20.89,68436,9115,0
2011-09-09,3+1,14.49,94359,13133,0
2011-09-09,3+0,12.17,188996,27166,0
2011-09-09,1+2,11.23,359818,47298,0
2011-09-09,2+1,7.74,1411915,197033,0
2011-09-09,2+0,4.01,2788409,398516,0
2011-09-13,5+2,162256622.00,1,0,0
2011-09-13,5+1,372269.20,6,0,0
2011-09-13,5+0,148907.68,5,0,0
2011-09-13,4+2,4278.95,87,7,0
2011-09-13,4+1,221.58,1470,238,0
2011-09-13,4+0,116.91,2786,496,0
2011-09-13,3+2,81.18,2866,304,0
2011-09-13,2+2,26.02,41124,4647,0
2011-09-13,3+1,14.94,68478,8854,0
2011-09-13,3+0,12.43,138489,19948,0
2011-09-13,1+2,14.19,213139,23369,0
2011-09-13,2+1,8.29,987671,125655,0
2011-09-13,2+0,4.04,2070954,289242,0
2011-09-16,5+2,15000000.00,1,0,0
2011-09-16,5+1,634449.96,3,0,0
2011-09-16,5+0,63444.99,10,0,0
2011-09-16,4+2,5874.53,54,11,0
2011-09-16,4+1,225.48,1231,163,0
2011-09-16,4+0,91.88,3021,522,0
2011-09-16,3+2,79.65,2489,290,0
2011-09-16,2+2,26.65,34213,4259,0
2011-09-16,3+1,15.87,54940,8235,0
2011-09-16,3+0,11.60,126376,19648,0
2011-09-16,1+2,14.41,178828,22815,0
2011-09-16,2+1,8.83,790199,121629,0
2011-09-16,2+0,3.93,1815692,284968,0
2011-09-20,5+2,15000000.00,0,0,1
2011-09-20,5+1,551570.95,2,1,0
2011-09-20,5+0,45964.24,8,2,0
2011-09-20,4+2,4484.31,41,4,0
2011-09-20,4+1,196.66,818,143,0
2011-09-20,4+0,94.52,1702,334,0
2011-09-20,3+2,77.80,1477,204,0
2011-09-20,2+2,25.40,20805,2862,0
2011-09-20,3+1,14.34,35248,5869,0
2011-09-20,3+0,11.21,75835,12721,0
2011-09-20,1+2,13.67,109206,14921,0
2011-09-20,2+1,8.12,498087,76359,0
2011-09-20,2+0,3.83,1078896,173718,0
2011-09-23,5+2,27447713.20,0,0,1
2011-09-23,5+1,311192.83,6,1,0
2011-09-23,5+0,77798.20,8,0,0
2011-09-23,4+2,3661.09,85,7,0
2011-09-23,4+1,208.17,1308,221,0
2011-09-23,4+0,116.51,2337,401,0
2011-09-23,3+2,50.19,3875,723,0
2011-09-23,2+2,15.36,58246,11000,0
2011-09-23,3+1,15.33,55816,9235,0
2011-09-23,3+0,13.88,103642,17377,0
2011-09-23,1+2,8.00,315999,61153,0
2011-09-23,2+1,8.20,834365,137416,0
2011-09-23,2+0,4.54,1540530,247845,0
2011-09-27,5+2,35496317.40,0,0,1
2011-09-27,5+1,1207290.62,1,0,0
2011-09-27,5+0,134143.40,3,1,0
2011-09-27,4+2,3353.58,60,17,0
2011-09-27,4+1,230.14,765,141,0
2011-09-27,4+0,130.70,1347,248,0
2011-09-27,3+2,41.64,3020,784,0
2011-09-27,2+2,12.91,44777,10880,0
2011-09-27,3+1,13.80,40077,7792,0
2011-09-27,3+0,14.11,65933,10812,0
2011-09-27,1+2,6.86,238169,53047,0
2011-09-27,2+1,7.27,608632,113888,0
2011-09-27,2+0,4.52,1001070,159838,0
2011-09-30,5+2,16192686.00,3,0,0
2011-09-30,5+1,327043.46,6,0,0
2011-09-30,5+0,27253.62,24,9,0
2011-09-30,4+2,3303.46,99,14,0
2011-09-30,4+1,177.74,1610,299,0
2011-09-30,4+0,78.25,3657,716,0
2011-09-30,3+2,55.80,3663,562,0
2011-09-30,2+2,18.36,51204,7480,0
2011-09-30,3+1,13.82,65057,10679,0
2011-09-30,3+0,11.02,137229,22952,0
2011-09-30,1+2,9.88,268767,39782,0
2011-09-30,2+1,8.16,881594,135094,0
2011-09-30,2+0,3.91,1879615,295868,0
2011-10-04,5+2,100000000.00,0,0,1
2011-10-04,5+1,338120.89,6,1,0
2011-10-04,5+0,42265.11,16,2,0
2011-10-04,4+2,4334.88,78,13,0
2011-10-04,4+1,220.13,1344,177,0
2011-10-04,4+0,94.85,3119,458,0
2011-10-04,3+2,72.69,2907,373,0
2011-10-04,2+2,23.80,40842,5217,0
2011-10-04,3+1,15.52,59891,7836,0
2011-10-04,3+0,11.86,131766,17536,0
2011-10-04,1+2,12.82,214235,26741,0
2011-10-04,2+1,8.63,861441,112791,0
2011-10-04,2+0,3.97,1911781,256835,0
2011-10-07,5+2,117705979.00,1,0,0
2011-10-07,5+1,177059.78,15,4,0
2011-10-07,5+0,38491.25,23,1,0
2011-10-07,4+2,1515.92,292,55,0
2011-10-07,4+1,124.90,3101,453,0
2011-10-07,4+0,74.11,5226,660,0
2011-10-07,3+2,39.63,6980,1354,0
2011-10-07,2+2,14.44,88082,15492,0
2011-10-07,3+1,13.06,93159,14693,0
2011-10-07,3+0,12.66,161650,20789,0
2011-10-07,1+2,7.85,457661,76507,0
2011-10-07,2+1,7.94,1225131,177000,0
2011-10-07,2+0,4.58,2173189,266880,0
2011-10-11,5+2,15000000.00,0,0,1
2011-10-11,5+1,228127.86,5,0,0
2011-10-11,5+0,63368.85,6,0,0
2011-10-11,4+2,6555.39,29,2,0
2011-10-11,4+1,196.62,846,132,0
2011-10-11,4+0,85.21,1952,345,0
2011-10-11,3+2,91.60,1297,174,0
2011-10-11,2+2,29.36,18612,2378,0
2011-10-11,3+1,15.86,32952,4506,0
2011-10-11,3+0,11.05,79558,11625,0
2011-10-11,1+2,15.62,98854,13212,0
2011-10-11,2+1,8.79,475482,67722,0
2011-10-11,2+0,3.77,1132120,176357,0
2011-10-14,5+2,27483911.30,0,0,1
2011-10-14,5+1,144045.13,13,1,0
2011-10-14,5+0,52016.29,12,3,0
2011-10-14,4+2,2600.81,120,21,0
2011-10-14,4+1,149.47,1827,270,0
2011-10-14,4+0,99.48,2745,293,0
2011-10-14,3+2,36.30,5373,1082,0
2011-10-14,2+2,11.99,74813,15867,0
2011-10-14,3+1,11.92,71994,11045,0
2011-10-14,3+0,12.48,115646,15303,0
2011-10-14,1+2,6.61,383529,85487,0
2011-10-14,2+1,6.97,984633,158166,0
2011-10-14,2+0,4.39,1598247,223722,0
2011-10-18,5+2,35273361.90,0,0,1
2011-10-18,5+1,584208.79,2,0,0
2011-10-18,5+0,97368.13,4,0,0
2011-10-18,4+2,5124.63,38,3,0
2011-10-18,4+1,311.50,547,54,0
2011-10-18,4+0,128.30,1328,168,0
2011-10-18,3+2,88.19,1380,158,0
2011-10-18,2+2,26.88,20826,2343,0
2011-10-18,3+1,19.03,28136,3557,0
2011-10-18,3+0,13.98,64380,8560,0
2011-10-18,1+2,14.06,112491,12918,0
2011-10-18,2+1,9.90,432420,59220,0
2011-10-18,2+0,4.37,1002241,143774,0
2011-10-21,5+2,23999325.00,2,0,0
2011-10-21,5+1,318132.17,6,0,0
2011-10-21,5+0,90894.90,7,2,0
2011-10-21,4+2,3574.51,89,18,0
2011-10-21,4+1,238.12,1169,203,0
2011-10-21,4+0,123.44,2255,342,0
2011-10-21,3+2,51.29,3876,679,0
2011-10-21,2+2,15.14,60380,10558,0
2011-10-21,3+1,15.39,56831,9022,0
2011-10-21,3+0,14.43,101917,14358,0
2011-10-21,1+2,7.40,349276,65709,0
2011-10-21,2+1,8.21,851770,134621,0
2011-10-21,2+0,4.69,1525007,215736,0
2011-10-25,5+2,15000000.00,0,0,1
2011-10-25,5+1,515004.36,2,0,0
2011-10-25,5+0,114445.41,3,0,0
2011-10-25,4+2,6866.72,25,4,0
2011-10-25,4+1,210.37,714,104,0
2011-10-25,4+0,85.49,1757,285,0
2011-10-25,3+2,79.35,1352,177,0
2011-10-25,2+2,26.99,18283,2343,0
2011-10-25,3+1,13.85,34077,5153,0
2011-10-25,3+0,9.66,82166,14392,0
2011-10-25,1+2,15.19,91782,11745,0
2011-10-25,2+1,8.23,458638,71330,0
2011-10-25,2+0,3.42,1128611,198134,0
2011-10-28,5+2,26983680.00,0,0,1
2011-10-28,5+1,599184.00,3,0,0
2011-10-28,5+0,99864.00,6,1,0
2011-10-28,4+2,4755.42,63,9,0
2011-10-28,4+1,234.47,1118,202,0
2011-10-28,4+0,126.57,2071,352,0
2011-10-28,3+2,60.59,3090,556,0
2011-10-28,2+2,16.81,51226,9040,0
2011-10-28,3+1,15.51,53090,9721,0
2011-10-28,3+0,13.47,102857,18573,0
2011-10-28,1+2,8.44,288118,45850,0
2011-10-28,2+1,8.32,791918,136226,0
2011-10-28,2+0,4.28,1573506,272876,0
2011-11-01,5+2,33703337.60,0,0,1
2011-11-01,5+1,1007948.64,1,0,0
2011-11-01,5+0,167991.44,2,0,0
2011-11-01,4+2,6719.65,25,2,0
2011-11-01,4+1,287.65,511,67,0
2011-11-01,4+0,132.30,1111,161,0
2011-11-01,3+2,87.78,1196,139,0
2011-11-01,2+2,25.71,18782,2546,0
2011-11-01,3+1,18.92,24406,3692,0
2011-11-01,3+0,12.82,60583,9948,0
2011-11-01,1+2,13.03,104747,14778,0
2011-11-01,2+1,10.22,361337,54989,0
2011-11-01,2+0,4.01,942202,160810,0
2011-11-04,5+2,46270559.30,0,0,1
2011-11-04,5+1,471270.81,4,0,0
2011-11-04,5+0,78545.13,8,3,0
2011-11-04,4+2,3878.77,81,12,0
2011-11-04,4+1,259.83,1058,167,0
2011-11-04,4+0,118.34,2323,362,0
2011-11-04,3+2,60.32,3255,454,0
2011-11-04,2+2,18.78,48090,6784,0
2011-11-04,3+1,15.66,55162,8580,0
2011-11-04,3+0,13.19,110116,16943,0
2011-11-04,1+2,9.27,275368,37106,0
2011-11-04,2+1,8.30,831936,129326,0
2011-11-04,2+0,4.47,1581288,244838,0
2011-11-08,5+2,54417324.40,0,0,1
2011-11-08,5+1,305503.69,4,1,0
2011-11-08,5+0,50917.28,8,1,0
2011-11-08,4+2,3338.83,61,19,0
2011-11-08,4+1,176.09,1012,227,0
2011-11-08,4+0,103.01,1730,318,0
2011-11-08,3+2,50.05,2543,554,0
2011-11-08,2+2,16.08,36414,6302,0
2011-11-08,3+1,13.06,42871,8014,0
2011-11-08,3+0,12.84,73311,12088,0
2011-11-08,1+2,9.29,177958,28924,0
2011-11-08,2+1,7.49,597957,100295,0
2011-11-08,2+0,4.36,1050990,155790,0
2011-11-11,5+2,67939184.00,1,0,0
2011-11-11,5+1,253534.85,8,2,0
2011-11-11,5+0,45072.86,15,1,0
2011-11-11,4+2,1988.50,170,27,0
2011-11-11,4+1,160.66,1841,221,0
2011-11-11,4+0,91.06,3248,401,0
2011-11-11,3+2,33.83,6244,848,0
2011-11-11,2+2,10.94,88793,13665,0
2011-11-11,3+1,12.97,71655,9387,0
2011-11-11,3+0,11.86,131759,17118,0
2011-11-11,1+2,5.81,471979,79978,0
2011-11-11,2+1,7.29,1018926,147306,0
2011-11-11,2+0,4.12,1843539,261981,0
2011-11-15,5+2,15000000.00,1,0,0
2011-11-15,5+1,0.00,0,0,0
2011-11-15,5+0,338091.24,4,0,0
2011-11-15,4+2,5122.59,33,3,0
2011-11-15,4+1,238.57,620,95,0
2011-11-15,4+0,104.60,1414,196,0
2011-11-15,3+2,88.85,1189,173,0
2011-11-15,2+2,27.66,17566,2473,0
2011-11-15,3+1,16.76,27736,4501,0
2011-11-15,3+0,12.62,61917,9618,0
2011-11-15,1+2,14.76,93000,12993,0
2011-11-15,2+1,8.75,424833,70354,0
2011-11-15,2+0,4.02,944225,152461,0
2011-11-18,5+2,15000000.00,0,0,1
2011-11-18,5+1,240706.01,7,1,0
2011-11-18,5+0,51058.85,11,3,0
2011-11-18,4+2,2193.93,128,15,0
2011-11-18,4+1,130.21,1887,190,0
2011-11-18,4+0,85.31,2880,316,0
2011-11-18,3+2,39.55,4437,671,0
2011-11-18,2+2,15.56,51865,8076,0
2011-11-18,3+1,11.34,68067,9449,0
2011-11-18,3+0,11.65,111437,14873,0
2011-11-18,1+2,9.14,249511,40949,0
2011-11-18,2+1,7.30,845638,121633,0
2011-11-18,2+0,4.17,1513392,223150,0
2011-11-22,5+2,21897136.90,0,0,1
2011-11-22,5+1,517285.27,2,0,0
2011-11-22,5+0,86214.21,4,1,0
2011-11-22,4+2,3748.44,46,8,0
2011-11-22,4+1,222.20,679,83,0
2011-11-22,4+0,117.41,1285,172,0
2011-11-22,3+2,57.20,1884,319,0
2011-11-22,2+2,17.85,27769,4557,0
2011-11-22,3+1,15.03,31548,4803,0
2011-11-22,3+0,13.42,59412,9312,0
2011-11-22,1+2,9.45,148097,24895,0
2011-11-22,2+1,8.17,463806,73167,0
2011-11-22,2+0,4.38,884715,144297,0
2011-11-25,5+2,35062896.00,1,1,0
2011-11-25,5+1,179533.07,11,1,0
2011-11-25,5+0,73143.10,9,0,0
2011-11-25,4+2,2789.35,118,26,0
2011-11-25,4+1,185.56,1552,208,0
2011-11-25,4+0,106.43,2706,330,0
2011-11-25,3+2,34.46,5969,1155,0
2011-11-25,2+2,11.32,83562,16538,0
2011-11-25,3+1,12.28,73693,11764,0
2011-11-25,3+0,12.21,124585,16653,0
2011-11-25,1+2,6.77,394697,74115,0
2011-11-25,2+1,6.90,1048230,170376,0
2011-11-25,2+0,4.15,1780348,244661,0
2011-11-29,5+2,15000000.00,0,0,1
2011-11-29,5+1,1000861.82,1,0,0
2011-11-29,5+0,83405.15,4,0,0
2011-11-29,4+2,4633.61,36,6,0
2011-11-29,4+1,214.64,680,108,0
2011-11-29,4+0,113.49,1286,233,0
2011-11-29,3+2,56.38,1849,290,0
2011-11-29,2+2,16.65,28802,4460,0
2011-11-29,3+1,14.72,31145,5440,0
2011-11-29,3+0,13.50,57115,9911,0
2011-11-29,1+2,8.30,163250,24933,0
2011-11-29,2+1,7.95,461554,76391,0
2011-11-29,2+0,4.45,842280,140714,0
2011-12-02,5+2,27094320.00,1,0,0
2011-12-02,5+1,907073.92,2,0,0
2011-12-02,5+0,67190.66,9,2,0
2011-12-02,4+2,5124.71,59,10,0
2011-12-02,4+1,193.25,1369,209,0
2011-12-02,4+0,99.05,2671,412,0
2011-12-02,3+2,78.02,2422,326,0
2011-12-02,2+2,23.03,37732,5084,0
2011-12-02,3+1,13.74,60488,9048,0
2011-12-02,3+0,12.57,111183,16967,0
2011-12-02,1+2,12.19,201478,27863,0
2011-12-02,2+1,7.63,870847,129391,0
2011-12-02,2+0,4.20,1619253,240459,0
2011-12-06,5+2,15000000.00,0,0,1
2011-12-06,5+1,247025.10,4,1,0
2011-12-06,5+0,82341.70,4,0,0
2011-12-06,4+2,3921.03,42,6,0
2011-12-06,4+1,229.45,628,97,0
2011-12-06,4+0,115.00,1253,196,0
2011-12-06,3+2,49.79,2067,351,0
2011-12-06,2+2,15.79,29978,5188,0
2011-12-06,3+1,14.19,31898,5916,0
2011-12-06,3+0,12.80,59491,11001,0
2011-12-06,1+2,8.01,166999,27637,0
2011-12-06,2+1,7.55,479526,85607,0
2011-12-06,2+0,4.26,868981,150057,0
2011-12-09,5+2,26824530.80,0,0,1
2011-12-09,5+1,295613.27,6,1,0
2011-12-09,5+0,49268.87,12,3,0
2011-12-09,4+2,4767.95,62,6,0
2011-12-09,4+1,208.76,1239,190,0
2011-12-09,4+0,98.20,2634,450,0
2011-12-09,3+2,70.73,2612,365,0
2011-12-09,2+2,21.66,39222,5739,0
2011-12-09,3+1,14.42,56370,8664,0
2011-12-09,3+0,11.84,115401,18637,0
2011-12-09,1+2,11.53,208206,31450,0
2011-12-09,2+1,7.98,814137,122500,0
2011-12-09,2+0,4.05,1639252,255110,0
2011-12-13,5+2,34268471.30,0,0,1
2011-12-13,5+1,372197.02,3,0,0
2011-12-13,5+0,46524.62,8,0,0
2011-12-13,4+2,6646.37,28,1,0
2011-12-13,4+1,214.54,759,119,0
2011-12-13,4+0,76.52,2128,248,0
2011-12-13,3+2,76.37,1523,175,0
2011-12-13,2+2,23.59,22677,2855,0
2011-12-13,3+1,15.93,32112,4156,0
2011-12-13,3+0,9.60,89616,12160,0
2011-12-13,1+2,13.21,114401,15082,0
2011-12-13,2+1,8.89,460407,63448,0
2011-12-13,2+0,3.34,1253452,184333,0
2011-12-16,5+2,46576447.00,1,0,0
2011-12-16,5+1,142015.10,13,2,0
2011-12-16,5+0,32389.40,19,3,0
2011-12-16,4+2,940.97,327,59,0
2011-12-16,4+1,125.45,2146,322,0
2011-12-16,4+0,80.51,3344,454,0
2011-12-16,3+2,21.43,8973,1647,0
2011-12-16,2+2,10.90,81156,15349,0
2011-12-16,3+1,9.97,84853,13507,0
2011-12-16,3+0,11.03,128998,17719,0
2011-12-16,1+2,7.58,329561,64507,0
2011-12-16,2+1,6.30,1073032,174991,0
2011-12-16,2+0,4.11,1681168,236878,0
2011-12-20,5+2,15000000.00,0,0,1
2011-12-20,5+1,256896.03,4,1,0
2011-12-20,5+0,48932.57,7,0,0
2011-12-20,4+2,3495.18,49,4,0
2011-12-20,4+1,162.00,925,147,0
2011-12-20,4+0,100.57,1490,197,0
2011-12-20,3+2,47.09,2273,319,0
2011-12-20,2+2,16.05,30668,4288,0
2011-12-20,3+1,11.91,39542,5927,0
2011-12-20,3+0,11.53,68641,10620,0
2011-12-20,1+2,9.42,147624,21224,0
2011-12-20,2+1,6.93,543399,82911,0
2011-12-20,2+0,3.93,979086,154513,0
2011-12-23,5+2,30860914.80,0,0,1
2011-12-23,5+1,594784.30,4,1,0
2011-12-23,5+0,39652.28,20,2,0
2011-12-23,4+2,6100.35,65,9,0
2011-12-23,4+1,215.90,1607,160,0
2011-12-23,4+0,80.29,4321,497,0
2011-12-23,3+2,68.55,3615,358,0
2011-12-23,2+2,22.86,49851,5095,0
2011-12-23,3+1,14.53,75011,8441,0
2011-12-23,3+0,8.89,206224,26482,0
2011-12-23,1+2,12.52,257268,27709,0
2011-12-23,2+1,8.63,1009919,115313,0
2011-12-23,2+0,3.30,2701108,363420,0
2011-12-27,5+2,38129374.40,0,0,1
2011-12-27,5+1,1090268.92,1,0,0
2011-12-27,5+0,72684.59,5,1,0
2011-12-27,4+2,2839.24,64,7,0
2011-12-27,4+1,232.11,685,89,0
2011-12-27,4+0,131.72,1207,141,0
2011-12-27,3+2,36.75,3090,487,0
2011-12-27,2+2,10.73,48677,8347,0
2011-12-27,3+1,14.26,35041,5312,0
2011-12-27,3+0,13.66,61508,8673,0
2011-12-27,1+2,5.69,259247,47693,0
2011-12-27,2+1,7.30,547166,89750,0
2011-12-27,2+0,4.28,953228,149609,0
2011-12-30,5+2,51792387.50,0,0,1
2011-12-30,5+1,1024725.98,2,0,0
2011-12-30,5+0,113858.44,6,0,0
2011-12-30,4+2,5023.16,68,4,0
2011-12-30,4+1,276.48,1081,179,0
2011-12-30,4+0,151.79,1969,272,0
2011-12-30,3+2,77.85,2742,439,0
2011-12-30,2+2,23.85,41171,6154,0
2011-12-30,3+1,17.31,54255,8244,0
2011-12-30,3+0,16.01,98652,14989,0
2011-12-30,1+2,11.81,234828,35187,0
2011-12-30,2+1,8.72,861187,134187,0
2011-12-30,2+0,5.03,1527653,233089,0
2012-01-03,5+2,59857416.90,0,0,1
2012-01-03,5+1,604877.20,2,0,0
2012-01-03,5+0,403251.47,1,0,0
2012-01-03,4+2,6109.87,33,3,0
2012-01-03,4+1,237.76,742,105,0
2012-01-03,4+0,133.04,1326,189,0
2012-01-03,3+2,77.26,1631,240,0
2012-01-03,2+2,24.31,23842,3685,0
2012-01-03,3+1,15.51,35733,5628,0
2012-01-03,3+0,13.98,66665,9658,0
2012-01-03,1+2,12.62,129809,20492,0
2012-01-03,2+1,8.79,504610,78523,0
2012-01-03,2+0,4.52,1003594,149240,0
2012-01-06,5+2,36556782.00,2,0,0
2012-01-06,5+1,220935.77,9,1,0
2012-01-06,5+0,25492.58,26,5,0
2012-01-06,4+2,1555.88,213,29,0
2012-01-06,4+1,111.44,2602,341,0
2012-01-06,4+0,60.14,4821,678,0
2012-01-06,3+2,34.64,5979,716,0
2012-01-06,2+2,13.48,70641,9610,0
2012-01-06,3+1,9.91,91884,13104,0
2012-01-06,3+0,9.36,163694,24149,0
2012-01-06,1+2,7.91,340129,49982,0
2012-01-06,2+1,6.68,1090287,162381,0
2012-01-06,2+0,3.86,1927015,292333,0
2012-01-10,5+2,15000000.00,0,0,1
2012-01-10,5+1,350739.36,3,1,0
2012-01-10,5+0,70147.87,5,0,0
2012-01-10,4+2,3653.53,48,8,0
2012-01-10,4+1,158.52,968,156,0
2012-01-10,4+0,93.45,1642,274,0
2012-01-10,3+2,48.05,2281,364,0
2012-01-10,2+2,15.99,31524,4606,0
2012-01-10,3+1,10.87,44329,7697,0
2012-01-10,3+0,10.50,77188,13203,0
2012-01-10,1+2,8.90,159941,22893,0
2012-01-10,2+1,7.18,536686,88227,0
2012-01-10,2+0,4.08,965651,155951,0
2012-01-13,5+2,29204007.00,0,0,1
2012-01-13,5+1,213060.10,10,1,0
2012-01-13,5+0,71020.03,10,0,0
2012-01-13,4+2,3228.18,110,20,0
2012-01-13,4+1,161.91,1919,324,0
2012-01-13,4+0,79.99,3884,607,0
2012-01-13,3+2,46.53,4769,810,0
2012-01-13,2+2,15.88,64279,11071,0
2012-01-13,3+1,11.03,88522,14386,0
2012-01-13,3+0,9.42,174282,27330,0
2012-01-13,1+2,9.52,303007,48784,0
2012-01-13,2+1,6.74,1158179,181916,0
2012-01-13,2+0,3.54,2253485,339928,0
2012-01-17,5+2,36496416.00,0,0,1
2012-01-17,5+1,156265.90,7,1,0
2012-01-17,5+0,40513.38,9,0,0
2012-01-17,4+2,3798.12,48,9,0
2012-01-17,4+1,187.45,851,130,0
2012-01-17,4+0,106.91,1492,173,0
2012-01-17,3+2,54.38,2095,290,0
2012-01-17,2+2,17.34,30213,4285,0
2012-01-17,3+1,12.39,40441,6269,0
2012-01-17,3+0,12.04,70023,9630,0
2012-01-17,1+2,9.76,151739,23327,0
2012-01-17,2+1,6.98,573999,89767,0
2012-01-17,2+0,4.19,978600,135894,0
2012-01-20,5+2,48895464.00,1,0,0
2012-01-20,5+1,619952.38,3,0,0
2012-01-20,5+0,51662.69,12,1,0
2012-01-20,4+2,3923.74,79,12,0
2012-01-20,4+1,147.72,1836,318,0
2012-01-20,4+0,75.93,3572,570,0
2012-01-20,3+2,48.00,4036,777,0
2012-01-20,2+2,16.35,54497,9788,0
2012-01-20,3+1,11.53,73907,13165,0
2012-01-20,3+0,10.00,143284,23767,0
2012-01-20,1+2,9.30,270576,48427,0
2012-01-20,2+1,7.07,963795,159981,0
2012-01-20,2+0,3.73,1868531,297126,0
2012-01-24,5+2,15000000.00,0,0,1
2012-01-24,5+1,0.00,0,0,0
2012-01-24,5+0,433716.33,3,0,0
2012-01-24,4+2,10165.22,16,1,0
2012-01-24,4+1,278.49,511,66,0
2012-01-24,4+0,104.87,1357,182,0
2012-01-24,3+2,93.68,1085,165,0
2012-01-24,2+2,28.31,16514,2498,0
2012-01-24,3+1,17.18,26031,3835,0
2012-01-24,3+0,11.46,65598,9925,0
2012-01-24,1+2,14.89,88707,13813,0
2012-01-24,2+1,9.35,382435,57905,0
2012-01-24,2+0,3.91,933564,146201,0
2012-01-27,5+2,26630720.90,0,0,1
2012-01-27,5+1,436152.03,4,0,0
2012-01-27,5+0,36346.00,16,2,0
2012-01-27,4+2,3776.20,77,10,0
2012-01-27,4+1,211.13,1205,165,0
2012-01-27,4+0,103.97,2447,385,0
2012-01-27,3+2,48.81,3723,671,0
2012-01-27,2+2,14.72,56768,9680,0
2012-01-27,3+1,13.98,57162,8683,0
2012-01-27,3+0,11.99,112082,16719,0
2012-01-27,1+2,7.99,295527,53185,0
2012-01-27,2+1,7.50,852691,128952,0
2012-01-27,2+0,3.93,1662309,250609,0
2012-01-31,5+2,33767649.90,0,0,1
2012-01-31,5+1,356846.44,3,1,0
2012-01-31,5+0,59474.40,6,0,0
2012-01-31,4+2,4248.17,42,8,0
2012-01-31,4+1,258.05,605,69,0
2012-01-31,4+0,128.17,1218,181,0
2012-01-31,3+2,67.09,1662,276,0
2012-01-31,2+2,21.22,24167,3981,0
2012-01-31,3+1,16.56,29624,4702,0
2012-01-31,3+0,14.29,57713,9407,0
2012-01-31,1+2,10.25,141326,22772,0
